block_id,trip_id,trip_headsign,departure_time,arrival_time
DDL91008,20171020-51-51284,51B - York U,08:10:00,09:05:00
DDL91009,20171020-96-96070,96D - Finch Terminal,06:00:00,07:00:00
DDL91009,20171020-96-96161,96B - Oshawa GO,07:30:00,08:35:00
DDL91009,20171020-51-51370,51 - York U,09:30:00,10:50:00
DDL91009,20171020-51-51291,51 - Pickering GO,11:10:00,12:25:00
DDL91010,20171020-88-88070,88 - Trent U,06:00:00,07:30:00
DDL91010,20171020-88-88171,88 - Oshawa GO,07:48:00,09:23:00
DDL91010,20171020-90-90400,90 - Newcastle,09:54:00,10:44:00
DDL91010,20171020-90-90221,90 - Oshawa GO,10:58:00,11:53:00
DDL91010,20171020-90-90540,90 - Newcastle,12:54:00,13:44:00
DDL91011,20171020-91-91081,91 - Oshawa GO,06:18:00,06:58:00
DDL91011,20171020-90-90220,90 - Newcastle,07:19:00,08:09:00
DDL91011,20171020-90-90141,90 - Oshawa GO,08:23:00,09:23:00
DDL91011,20171020-90-90430,90 - Newcastle,10:23:00,11:13:00
DDL91011,20171020-90-90241,90 - Oshawa GO,11:28:00,12:23:00
DDL91013,20171020-96-96092,96A - Scarboro Term,06:25:00,07:10:00
DDL91013,20171020-93-93171,93 - UOIT/D.C.,07:45:00,08:25:00
DDL91015,20171020-96-96110,96D - Finch Terminal,06:40:00,07:50:00
DDL91015,20171020-96-96221,96B - Oshawa GO,08:30:00,09:40:00
DDL91015,20171020-96-96300,96B - Finch Terminal,10:30:00,11:35:00
DDL91015,20171020-96-96361,96B - Oshawa GO,12:05:00,13:05:00
DDL91016,20171020-90-90111,90 - Oshawa GO,07:02:00,07:57:00
DDL91016,20171020-90-90340,90 - Newcastle,08:24:00,09:14:00
DDL91016,20171020-90-90171,90 - Oshawa GO,09:28:00,10:23:00
DDL91017,20171020-81-81211,81A - Whitby GO,07:18:00,08:03:00
DDL91018,20171020-96-96132,96C - Finch Terminal,07:20:00,08:25:00
DDL91018,20171020-96-96241,96B - Oshawa GO,09:00:00,10:05:00
DDL91019,20171020-96-96150,96 - Finch Terminal,07:20:00,08:50:00
DDL91019,20171020-96-96261,96B - Oshawa GO,09:35:00,10:35:00
DDL91022,20171020-90-90450,90 - Newcastle,10:54:00,11:44:00
DDL91022,20171020-90-90261,90 - Oshawa GO,11:58:00,12:53:00
DDL91022,20171020-90-90602,90D - Bowmanville P+R,14:28:00,14:51:00
DDL91022,20171020-93-93550,93 - Scarboro Term,16:10:00,16:50:00
DDL91022,20171020-93-93611,93 - UOIT/D.C.,17:15:00,18:05:00
DDL91023,20171020-90-90520,90 - Newcastle,12:24:00,13:14:00
DDL91023,20171020-90-90321,90 - Oshawa GO,13:26:00,14:21:00
DDL91023,20171020-96-96470,96B - Finch Terminal,15:00:00,16:15:00
DDL91023,20171020-96-96581,96D - Oshawa GO,16:40:00,18:05:00
DDL91023,20171020-90-90760,90 - Newcastle,18:29:00,19:24:00
DDL91023,20171020-90-90811,90 - Oshawa GO,20:03:00,20:53:00
DDL91023,20171020-90-90860,90 - Newcastle,21:19:00,22:04:00
DDL91026,20171020-96-96420,96B - Finch Terminal,13:30:00,14:35:00
DDL91026,20171020-96-96491,96 - Oshawa GO,15:10:00,16:25:00
DDL91026,20171020-88-88720,88 - Trent U,17:27:00,19:02:00
DDL91026,20171020-88-88721,88 - Oshawa GO,19:58:00,21:23:00
DDL91027,20171020-90-90351,90 - Oshawa GO,13:56:00,14:51:00
DDL91027,20171020-90-90640,90 - Newcastle,15:19:00,16:19:00
DDL91027,20171020-96-96620,96B - Finch Terminal,17:30:00,18:40:00
DDL91027,20171020-96-96701,96B - Oshawa GO,19:05:00,20:10:00
DDL91027,20171020-96-96760,96B - Finch Terminal,20:30:00,21:30:00
DDL91027,20171020-96-96821,96B - Oshawa GO,22:05:00,23:05:00
DDL91028,20171020-90-90580,90 - Newcastle,13:49:00,14:44:00
DDL91028,20171020-90-90461,90 - Oshawa GO,15:23:00,16:18:00
DDL91028,20171020-90-90690,90 - Newcastle,16:54:00,17:54:00
DDL91029,20171020-51-51600,51 - York U,14:00:00,15:20:00
DDL91029,20171020-51-51551,51 - Pickering GO,15:40:00,17:05:00
DDL91030,20171020-93-93440,93 - Scarboro Term,14:10:00,14:45:00
DDL91030,20171020-93-93491,93 - UOIT/D.C.,15:15:00,16:00:00
DDL91030,20171020-93-93580,93 - Scarboro Term,16:40:00,17:20:00
DDL91030,20171020-96-96615,96A - Oshawa GO,17:40:00,18:30:00
DDL91031,20171020-81-81511,81A - Whitby GO,14:47:00,15:27:00
DDL91031,20171020-81-81550,81A - Port Perry,16:16:00,17:06:00
DDL91031,20171020-81-81681,81A - Whitby GO,17:49:00,18:29:00
DDL91031,20171020-81-81680,81A - Port Perry,18:52:00,19:37:00
DDL91031,20171020-81-81761,81A - Whitby GO,19:54:00,20:29:00
DDL91031,20171020-81-81780,81A - Port Perry,21:13:00,21:48:00
DDL91032,20171020-90-90600,90 - Newcastle,14:19:00,15:19:00
DDL91032,20171020-90-90511,90 - Oshawa GO,16:03:00,17:03:00
DDL91032,20171020-90-90710,90 - Newcastle,17:14:00,18:14:00
DDL91032,20171020-90-90731,90 - Oshawa GO,18:28:00,19:23:00
DDL91033,20171020-52-52650,52 - York U,14:25:00,15:55:00
DDL91033,20171020-52-52581,52 - Oshawa Terminal,16:15:00,17:50:00
DDL91033,20171020-52-52830,52 - York U,18:25:00,19:55:00
DDL91033,20171020-51-51871,51 - Pickering GO,20:40:00,21:50:00
DDL91034,20171020-93-93460,93 - Scarboro Term,14:40:00,15:15:00
DDL91034,20171020-96-96493,96A - Oshawa GO,15:40:00,16:30:00
DDL91034,20171020-91-91710,91 - Newcastle,17:14:00,17:59:00
DDL91035,20171020-51-51652,51C - York U,15:03:00,15:58:00
DDL91035,20171020-51-51645,51B - Pickering GO,16:40:00,17:40:00
DDL91036,20171020-52-52670,52 - York U,14:50:00,16:25:00
DDL91036,20171020-52-52621,52 - Oshawa Terminal,16:45:00,18:25:00
DDL91036,20171020-52-52840,52 - York U,19:00:00,20:25:00
DDL91036,20171020-52-52861,52 - Oshawa Terminal,20:45:00,22:05:00
DDL91036,20171020-90-90920,90 - Newcastle,23:19:00,24:04:00
DDL91036,20171020-90-90960,90 - Newcastle,24:49:00,25:34:00
DDL91037,20171020-90-90441,90 - Oshawa GO,15:01:00,15:56:00
DDL91037,20171020-90-90680,90 - Newcastle,16:21:00,17:21:00
DDL91037,20171020-90-90691,90 - Oshawa GO,17:58:00,18:53:00
DDL91038,20171020-93-93520,93 - Scarboro Term,15:40:00,16:15:00
DDL91038,20171020-96-96565,96A - Oshawa GO,16:40:00,17:35:00
DDL91038,20171020-91-91740,91 - Newcastle,17:59:00,18:39:00
DDL91038,20171020-90-90761,90 - Oshawa GO,19:03:00,19:53:00
DDL91038,20171020-90-90840,90 - Newcastle,20:54:00,21:44:00
DDL91038,20171020-90-90901,90 - Oshawa GO,22:33:00,23:23:00
DDL91038,20171020-90-90930,90 - Newcastle,23:49:00,24:34:00
DDL92001,20171020-88-88021,88 - Oshawa GO,04:48:00,06:18:00
DDL92001,20171020-88-88220,88 - Trent U,07:19:00,08:49:00
DDL92001,20171020-88-88261,88 - Oshawa GO,09:48:00,11:23:00
DDL92001,20171020-88-88520,88 - Trent U,12:24:00,13:54:00
DDL92002,20171020-88-88071,88 - Oshawa GO,05:57:00,07:27:00
DDL92002,20171020-90-90270,90 - Newcastle,07:49:00,08:39:00
DDL92002,20171020-90-90151,90 - Oshawa GO,08:58:00,09:53:00
DDL92002,20171020-88-88430,88 - Trent U,10:23:00,11:53:00
DDL92003,20171020-88-88111,88 - Oshawa GO,06:27:00,07:57:00
DDL92003,20171020-88-88340,88 - Trent U,08:24:00,09:54:00
DDL92004,20171020-88-88341,88 - Oshawa GO,11:48:00,13:23:00
DDL92004,20171020-88-88600,88 - Trent U,14:19:00,15:54:00
DDL92004,20171020-88-88581,88 - Oshawa GO,16:43:00,18:23:00
DDL92004,20171020-88-88800,88 - Trent U,19:22:00,20:52:00
DDL92005,20171020-88-88381,88 - Oshawa GO,12:46:00,14:21:00
DDL92005,20171020-88-88640,88 - Trent U,15:19:00,16:54:00
DDL92005,20171020-88-88641,88 - Oshawa GO,17:48:00,19:23:00
DDL92005,20171020-88-88830,88 - Trent U,20:23:00,21:53:00
DDL92006,20171020-88-88421,88 - Oshawa GO,13:46:00,15:21:00
DDL92006,20171020-88-88680,88 - Trent U,16:21:00,17:56:00
DDL92007,20171020-88-88521,88 - Oshawa GO,15:46:00,17:26:00
DDL92007,20171020-88-88760,88 - Trent U,18:29:00,19:59:00
DDL92007,20171020-88-88811,88 - Oshawa GO,21:58:00,23:23:00
DDL92007,20171020-88-88950,88 - Trent U,24:19:00,25:44:00
DDS11001,20171020-40-40010,40 - Richmond Hill Ctr,03:20:00,04:45:00
DDS11001,20171020-40-40041,40 - Hamilton GO,05:15:00,06:50:00
DDS11001,20171020-16-16240,16 - Union Station,07:20:00,09:00:00
DDS11001,20171020-16-16221,16 - Hamilton GO,09:30:00,10:30:00
DDS11001,20171020-16-16460,16 - Union Station,11:00:00,12:05:00
DDS11001,20171020-16-16341,16 - Hamilton GO,12:30:00,13:30:00
DDS11002,20171020-18-18020,18G - Union Station,04:15:00,05:30:00
DDS11002,20171020-16-16111,16 - Hamilton GO,05:45:00,06:40:00
DDS11002,20171020-18-18220,18 - Aldershot GO,07:01:00,07:18:00
DDS11002,20171020-18-18071,18 - Hamilton GO,07:24:00,07:44:00
DDS11002,20171020-18-18290,18 - Aldershot GO,08:04:00,08:21:00
DDS11002,20171020-18-18121,18 - Hamilton GO,08:34:00,08:54:00
DDS11002,20171020-18-18400,18 - Aldershot GO,09:36:00,09:51:00
DDS11002,20171020-18-18171,18 - Hamilton GO,10:04:00,10:21:00
DDS11002,20171020-18-18440,18 - Aldershot GO,10:31:00,10:46:00
DDS11002,20171020-18-18201,18 - Hamilton GO,10:59:00,11:16:00
DDS11002,20171020-18-18490,18 - Aldershot GO,11:31:00,11:46:00
DDS11002,20171020-18-18241,18 - Hamilton GO,11:59:00,12:16:00
DDS11002,20171020-18-18530,18 - Aldershot GO,12:31:00,12:46:00
DDS11002,20171020-47-47498,47E - Oakville Carpool,13:25:00,14:00:00
DDS11003,20171020-16-16040,16 - Union Station,04:15:00,05:10:00
DDS11003,20171020-18-18051,18C - Hamilton GO,05:30:00,07:15:00
DDS11003,20171020-47-47280,47 - York U,08:10:00,10:10:00
DDS11003,20171020-47-47301,47 - Hamilton GO,10:30:00,12:20:00
DDS11004,20171020-40-40020,40 - Richmond Hill Ctr,04:20:00,05:45:00
DDS11004,20171020-40-40091,40 - Hamilton GO,06:15:00,07:50:00
DDS11004,20171020-40-40210,40 - Richmond Hill Ctr,08:10:00,09:45:00
DDS11004,20171020-40-40291,40 - Hamilton GO,10:15:00,11:50:00
DDS11005,20171020-18-18040,18 - Aldershot GO,04:33:00,04:48:00
DDS11005,20171020-16-16100,16 - Union Station,05:20:00,06:20:00
DDS11005,20171020-16-16131,16 - Hamilton GO,07:00:00,08:00:00
DDS11005,20171020-16-16320,16 - Union Station,08:40:00,10:05:00
DDS11005,20171020-16-16261,16 - Hamilton GO,10:30:00,11:30:00
DDS11005,20171020-18-18510,18 - Aldershot GO,12:01:00,12:16:00
DDS11005,20171020-18-18261,18 - Hamilton GO,12:29:00,12:46:00
DDS11006,20171020-12-12050,12A - Burlington Carpool,04:54:00,05:34:00
DDS11006,20171020-47-47220,47 - York U,06:30:00,08:40:00
DDS11006,20171020-47-47241,47 - Hamilton GO,09:00:00,10:50:00
DDS11006,20171020-16-16480,16 - Union Station,11:30:00,12:35:00
DDS11006,20171020-16-16361,16 - Hamilton GO,13:00:00,14:00:00
DDS11007,20171020-47-47110,47 - York U,05:00:00,06:40:00
DDS11007,20171020-47-47131,47 - Hamilton GO,07:00:00,08:55:00
DDS11007,20171020-47-47340,47 - York U,09:45:00,11:40:00
DDS11007,20171020-47-47361,47 - Hamilton GO,12:00:00,13:50:00
DDS11008,20171020-16-16080,16 - Union Station,05:00:00,06:00:00
DDS11008,20171020-16-16121,16 - Hamilton GO,06:30:00,07:25:00
DDS11008,20171020-16-16280,16 - Union Station,08:00:00,09:35:00
DDS11008,20171020-16-16241,16 - Hamilton GO,10:00:00,11:00:00
DDS11008,20171020-16-16500,16 - Union Station,12:00:00,13:05:00
DDS11008,20171020-16-16381,16 - Hamilton GO,13:30:00,14:35:00
DDS11009,20171020-47-47140,47 - York U,05:25:00,07:10:00
DDS11009,20171020-47-47161,47 - Hamilton GO,07:30:00,09:25:00
DDS11009,20171020-47-47360,47 - York U,10:15:00,12:10:00
DDS11009,20171020-47-47381,47 - Hamilton GO,12:30:00,14:20:00
DDS11010,20171020-15-15090,15A - Aldershot GO,05:35:00,05:48:00
DDS11010,20171020-15-15170,15A - Aldershot GO,06:33:00,06:48:00
DDS11010,20171020-15-15250,15A - Aldershot GO,07:33:00,07:48:00
DDS11010,20171020-15-15121,15A - McMaster U,08:34:00,08:49:00
DDS11010,20171020-15-15400,15A - Aldershot GO,09:36:00,09:51:00
DDS11010,20171020-15-15171,15A - McMaster U,10:04:00,10:19:00
DDS11010,20171020-15-15440,15A - Aldershot GO,10:33:00,10:46:00
DDS11010,20171020-15-15490,15A - Aldershot GO,11:33:00,11:46:00
DDS11010,20171020-15-15241,15A - McMaster U,11:59:00,12:14:00
DDS11010,20171020-15-15530,15A - Aldershot GO,12:33:00,12:46:00
DDS11010,20171020-15-15281,15A - McMaster U,12:59:00,13:14:00
DDS11010,20171020-15-15572,15A - Aldershot GO,13:28:00,13:41:00
DDS11011,20171020-18-18090,18 - Aldershot GO,05:33:00,05:48:00
DDS11011,20171020-16-16180,16 - Union Station,06:20:00,07:50:00
DDS11011,20171020-16-16181,16 - Hamilton GO,08:30:00,09:45:00
DDS11011,20171020-16-16420,16 - Union Station,10:20:00,11:25:00
DDS11012,20171020-16-16120,16 - Union Station,05:40:00,06:50:00
DDS11012,20171020-16-16141,16 - Hamilton GO,07:30:00,08:50:00
DDS11012,20171020-16-16360,16 - Union Station,09:20:00,10:35:00
DDS11012,20171020-16-16281,16 - Hamilton GO,11:00:00,12:00:00
DDS11012,20171020-16-16520,16 - Union Station,12:30:00,13:35:00
DDS11012,20171020-16-16401,16 - Hamilton GO,14:00:00,15:10:00
DDS11013,20171020-47-47200,47 - York U,06:00:00,08:10:00
DDS11013,20171020-47-47221,47 - Hamilton GO,08:30:00,10:25:00
DDS11013,20171020-47-47400,47 - York U,11:15:00,13:10:00
DDS11013,20171020-47-47421,47 - Hamilton GO,13:30:00,15:20:00
DDS11014,20171020-40-40090,40 - Richmond Hill Ctr,06:15:00,07:50:00
DDS11014,20171020-40-40201,40 - Hamilton GO,08:10:00,09:50:00
DDS11015,20171020-18-18170,18 - Aldershot GO,06:33:00,06:48:00
DDS11015,20171020-18-18250,18 - Aldershot GO,07:31:00,07:48:00
DDS11015,20171020-18-18091,18 - Hamilton GO,07:59:00,08:19:00
DDS11015,20171020-18-18340,18 - Aldershot GO,08:34:00,08:51:00
DDS11015,20171020-18-18141,18 - Hamilton GO,09:04:00,09:21:00
DDS11015,20171020-16-16400,16 - Union Station,10:00:00,11:05:00
DDS11015,20171020-16-16301,16 - Hamilton GO,11:30:00,12:30:00
DDS11015,20171020-18-18550,18 - Aldershot GO,13:01:00,13:16:00
DDS11015,20171020-18-18301,18 - Hamilton GO,13:29:00,13:46:00
DDS11015,20171020-18-18590,18 - Aldershot GO,14:01:00,14:16:00
DDS11016,20171020-16-16200,16 - Union Station,06:40:00,08:15:00
DDS11016,20171020-16-16201,16 - Hamilton GO,09:00:00,10:05:00
DDS11017,20171020-47-47240,47 - York U,07:00:00,09:10:00
DDS11017,20171020-47-47261,47 - Hamilton GO,09:30:00,11:20:00
DDS11018,20171020-40-40150,40 - Richmond Hill Ctr,07:10:00,08:50:00
DDS11018,20171020-40-40251,40 - Hamilton GO,09:15:00,10:50:00
DDS11019,20171020-47-47135,47H - McMaster U,08:03:00,08:35:00
DDS11019,20171020-47-47227,47H - McMaster U,09:33:00,10:05:00
DDS11019,20171020-15-15191,15A - McMaster U,10:34:00,10:49:00
DDS11020,20171020-47-47320,47 - York U,09:15:00,11:10:00
DDS11020,20171020-47-47341,47 - Hamilton GO,11:30:00,13:20:00
DDS11020,20171020-47-47550,47 - York U,14:05:00,16:10:00
DDS11020,20171020-47-47571,47 - Hamilton GO,16:30:00,18:45:00
DDS11021,20171020-40-40370,40 - Richmond Hill Ctr,12:15:00,13:50:00
DDS11021,20171020-40-40451,40 - Hamilton GO,14:15:00,15:50:00
DDS11021,20171020-16-16680,16 - Union Station,16:30:00,18:10:00
DDS11021,20171020-16-16701,16 - Hamilton GO,18:35:00,19:50:00
DDS11021,20171020-47-47812,47A - Bramalea GO,20:35:00,21:27:00
DDS11022,20171020-47-47460,47 - York U,12:40:00,14:40:00
DDS11022,20171020-47-47511,47 - Hamilton GO,15:30:00,17:40:00
DDS11022,20171020-47-47740,47 - York U,18:10:00,20:10:00
DDS11022,20171020-47-47761,47 - Hamilton GO,20:30:00,22:15:00
DDS11023,20171020-16-16540,16 - Union Station,13:00:00,14:05:00
DDS11023,20171020-16-16421,16 - Hamilton GO,14:30:00,15:50:00
DDS11023,20171020-16-16690,16 - Union Station,16:50:00,18:30:00
DDS11023,20171020-16-16741,16 - Hamilton GO,19:05:00,20:15:00
DDS11023,20171020-47-47842,47A - Bramalea GO,21:05:00,21:57:00
DDS11024,20171020-47-47520,47 - York U,13:40:00,15:40:00
DDS11024,20171020-47-47541,47 - Hamilton GO,16:00:00,18:10:00
DDS11025,20171020-16-16481,16 - Hamilton GO,15:30:00,17:10:00
DDS11025,20171020-16-16750,16 - Union Station,17:50:00,19:30:00
DDS11025,20171020-16-16801,16 - Hamilton GO,20:00:00,21:00:00
DDS11026,20171020-15-15590,15A - Aldershot GO,14:03:00,14:16:00
DDS11026,20171020-15-15630,15A - Aldershot GO,15:00:00,15:13:00
DDS11026,20171020-15-15670,15A - Aldershot GO,15:55:00,16:10:00
DDS11026,20171020-47-47682,47B - Square One,16:55:00,17:40:00
DDS11027,20171020-16-16582,16 - Union Station,14:10:00,15:15:00
DDS11027,20171020-16-16501,16 - Hamilton GO,15:50:00,17:30:00
DDS11027,20171020-47-47760,47 - York U,18:45:00,20:40:00
DDS11027,20171020-47-47781,47 - Hamilton GO,21:00:00,22:45:00
DDS11028,20171020-47-47558,47H - Bronte Carpool,14:15:00,14:42:00
DDS11028,20171020-47-47638,47H - Bronte Carpool,15:40:00,16:07:00
DDS11028,20171020-12-12603,12B - Niagara Falls,17:01:00,18:16:00
DDS11028,20171020-12-12743,12B - Niagara Falls,19:54:00,20:54:00
DDS11029,20171020-47-47580,47 - York U,14:35:00,16:40:00
DDS11029,20171020-47-47601,47 - Hamilton GO,17:00:00,19:10:00
DDS11029,20171020-47-47800,47 - York U,19:50:00,21:40:00
DDS11029,20171020-47-47821,47 - Hamilton GO,22:00:00,23:45:00
DDS11030,20171020-40-40470,40 - Richmond Hill Ctr,14:45:00,16:25:00
DDS11030,20171020-40-40581,40 - Hamilton GO,16:45:00,18:30:00
DDS11031,20171020-16-16610,16 - Union Station,14:50:00,16:00:00
DDS11031,20171020-16-16541,16 - Hamilton GO,16:30:00,18:10:00
DDS11032,20171020-47-47610,47 - York U,15:00:00,17:10:00
DDS11032,20171020-47-47631,47 - Hamilton GO,17:30:00,19:35:00
DDS11032,20171020-47-47820,47 - York U,20:20:00,22:10:00
DDS11032,20171020-47-47831,47 - Hamilton GO,22:30:00,24:15:00
DDS11033,20171020-12-12501,12C - St. Catharines,15:24:00,16:29:00
DDS11033,20171020-12-12680,12C - Burlington GO,17:17:00,18:27:00
DDS11034,20171020-16-16640,16 - Union Station,15:30:00,16:50:00
DDS11034,20171020-16-16601,16 - Hamilton GO,17:20:00,18:55:00
DDS11034,20171020-16-16820,16 - Union Station,19:30:00,20:35:00
DDS11034,20171020-16-16841,16 - Hamilton GO,21:00:00,22:00:00
DDS11034,20171020-40-40830,40 - Richmond Hill Ctr,22:20:00,23:45:00
DDS11034,20171020-40-40891,40 - Hamilton GO,24:15:00,25:45:00
DDS11035,20171020-47-47640,47 - York U,15:30:00,17:40:00
DDS11035,20171020-47-47661,47 - Hamilton GO,18:00:00,19:55:00
DDS11035,20171020-47-47840,47 - York U,20:50:00,22:40:00
DDS11035,20171020-47-47851,47 - Hamilton GO,23:00:00,24:45:00
DDS11036,20171020-40-40530,40 - Richmond Hill Ctr,15:45:00,17:30:00
DDS11036,20171020-40-40641,40 - Hamilton GO,17:45:00,19:25:00
DDS11036,20171020-18-18830,18 - Aldershot GO,20:01:00,20:16:00
DDS11036,20171020-18-18801,18 - Hamilton GO,20:29:00,20:44:00
DDS11036,20171020-46-46840,46 - York U,21:45:00,22:55:00
DDS11036,20171020-46-46851,46 - Oakville GO,23:15:00,24:25:00
DDS11037,20171020-16-16650,16 - Union Station,15:50:00,17:15:00
DDS11037,20171020-16-16641,16 - Hamilton GO,17:50:00,19:15:00
DDS11038,20171020-18-18730,18 - Aldershot GO,17:29:00,17:46:00
DDS11038,20171020-18-18641,18 - Hamilton GO,17:56:00,18:20:00
DDS11038,20171020-18-18790,18 - Aldershot GO,19:01:00,19:16:00
DDS11038,20171020-18-18741,18 - Hamilton GO,19:36:00,19:53:00
DDS11038,20171020-16-16850,16 - Union Station,20:30:00,21:30:00
DDS11038,20171020-16-16881,16 - Hamilton GO,22:00:00,23:00:00
DDS11038,20171020-16-16920,16 - Union Station,23:30:00,24:25:00
DDS11038,20171020-18-18973,18F - Hamilton GO,25:30:00,26:50:00
DDS11039,20171020-40-40650,40 - Richmond Hill Ctr,17:45:00,19:20:00
DDS11039,20171020-40-40751,40 - Hamilton GO,20:15:00,21:50:00
DDS11039,20171020-18-18900,18 - Aldershot GO,22:31:00,22:46:00
DDS11039,20171020-15-15901,15A - McMaster U,22:59:00,23:14:00
DDS11039,20171020-18-18921,18 - Hamilton GO,23:59:00,24:14:00
DDS11039,20171020-18-18941,18 - Hamilton GO,24:59:00,25:14:00
DDS11039,20171020-18-18961,18 - Hamilton GO,25:59:00,26:14:00
DDS11040,20171020-40-40750,40 - Richmond Hill Ctr,20:20:00,21:50:00
DDS11040,20171020-40-40831,40 - Hamilton GO,22:15:00,23:45:00
DDS11040,20171020-40-40890,40 - Richmond Hill Ctr,24:20:00,25:45:00
DDS11040,20171020-40-40951,40 - Hamilton GO,26:15:00,27:45:00
DDS12001,20171020-12-12080,12 - Burlington Carpool,04:49:00,06:24:00
DDS12001,20171020-12-12121,12 - Niagara Falls,06:35:00,08:20:00
DDS12001,20171020-12-12320,12 - Burlington Carpool,09:12:00,11:02:00
DDS12001,20171020-12-12361,12 - Niagara Falls,11:39:00,13:29:00
DDS12002,20171020-12-12110,12 - Burlington Carpool,05:19:00,06:54:00
DDS12002,20171020-12-12181,12 - Niagara Falls,07:39:00,09:29:00
DDS12002,20171020-12-12360,12 - Burlington Carpool,10:12:00,12:02:00
DDS12002,20171020-12-12391,12 - Niagara Falls,12:39:00,14:29:00
DDS12003,20171020-12-12150,12C - Burlington GO,06:09:00,07:14:00
DDS12003,20171020-12-12151,12C - St. Catharines,07:20:00,08:20:00
DDS12004,20171020-12-12180,12 - Burlington Carpool,06:04:00,07:59:00
DDS12004,20171020-12-12241,12 - Niagara Falls,08:44:00,10:34:00
DDS12005,20171020-12-12240,12 - Burlington Carpool,07:07:00,09:07:00
DDS12005,20171020-12-12281,12 - Niagara Falls,09:44:00,11:34:00
DDS12007,20171020-12-12220,12C - Burlington GO,07:12:00,08:27:00
DDS12008,20171020-12-12280,12 - Burlington Carpool,08:12:00,10:07:00
DDS12008,20171020-12-12311,12 - Niagara Falls,10:39:00,12:29:00
DDS12009,20171020-12-12400,12 - Burlington Carpool,11:12:00,13:02:00
DDS12009,20171020-12-12441,12 - Niagara Falls,13:39:00,15:34:00
DDS12009,20171020-12-12663,12B - Niagara Falls,18:01:00,19:16:00
DDS12010,20171020-12-12440,12 - Burlington Carpool,12:12:00,14:02:00
