block_id,trip_id,trip_headsign,departure_time,arrival_time
DDL21005,20170620-48-48200,48 - York U,06:20:00,08:15:00
DDL21005,20170620-48-48221,48 - U of Guelph,08:35:00,10:25:00
DDL21005,20170620-48-48410,48 - York U,11:35:00,13:15:00
DDL21005,20170620-48-48421,48 - U of Guelph,13:35:00,15:20:00
MDDS2305,20170620-30-30261,30 - Kitchener GO,09:40:00,10:45:00
MDDS2305,20170620-30-30350,30 - Bramalea GO,11:56:00,13:01:00
MDDS2305,20170620-30-30421,30 - Kitchener GO,13:38:00,14:43:00
MDDS2306,20170620-30-30301,30 - Kitchener GO,10:33:00,11:38:00
MDDS2307,20170620-25-25450,25 - Square One,12:20:00,14:15:00
MDDS2307,20170620-25-25461,25 - U of Waterloo,14:40:00,16:35:00
MDDS2307,20170620-25-25750,25 - Square One,18:15:00,20:15:00
MDDS2307,20170620-25-25771,25 - U of Waterloo,20:40:00,22:30:00
MDDS2308,20170620-30-30390,30 - Bramalea GO,12:56:00,14:01:00
MDDS2308,20170620-30-30461,30 - Kitchener GO,14:38:00,15:48:00
MDDS2308,20170620-30-30570,30 - Bramalea GO,16:25:00,17:40:00
MDDS2308,20170620-45-45701,45 - Streetsville GO,19:00:00,19:55:00
MDDS2308,20170620-30-30801,30 - Kitchener GO,21:35:00,22:35:00
MDDS2309,20170620-25-25610,25 - Square One,15:10:00,17:15:00
MDDS2309,20170620-25-25641,25 - U of Waterloo,17:40:00,19:40:00
MDDS2309,20170620-25-25830,25 - Square One,20:25:00,22:15:00
MDDS2309,20170620-25-25841,25 - U of Waterloo,22:40:00,24:20:00
MDDS2310,20170620-25-25670,25 - Square One,16:10:00,18:15:00
MDDS2310,20170620-25-25711,25 - U of Waterloo,18:40:00,20:30:00
MDDS2310,20170620-25-25860,25 - Square One,21:25:00,23:15:00
MDDS2310,20170620-25-25871,25 - U of Waterloo,23:40:00,25:20:00
MDDS2311,20170620-25-25710,25 - Square One,17:10:00,19:15:00
MDDS2311,20170620-25-25721,25 - U of Waterloo,19:40:00,21:30:00
MDDS2311,20170620-25-25890,25 - Square One,22:25:00,24:15:00
MDDS3101,20170620-25-25051,25 - U of Waterloo,05:40:00,07:30:00
MDDS3101,20170620-25-25290,25 - Square One,08:25:00,10:15:00
MDDS3101,20170620-25-25301,25 - U of Waterloo,10:40:00,12:30:00
MDDS3102,20170620-19-19122,19C - Finch Terminal,06:45:00,07:40:00
MDDS3102,20170620-25-25271,25 - U of Waterloo,09:40:00,11:35:00
MDDS3103,20170620-30-30171,30 - Kitchener GO,07:40:00,08:55:00
MDDS3104,20170620-25-25421,25 - U of Waterloo,13:40:00,15:35:00
MDDS3104,20170620-25-25672,25C - Square One,16:10:00,17:35:00
MDDS3105,20170620-25-25581,25 - U of Waterloo,16:40:00,18:45:00
MDDS5104,20170620-19-19593,19C - Square One,16:40:00,17:45:00
MDDS5157,20170620-54-54690,54 - York U,15:50:00,16:40:00
MDDS5157,20170620-54-54671,54 - Mount Joy GO,17:00:00,18:05:00
MDDS5157,20170620-54-54850,54 - York U,18:50:00,19:40:00
MDDS5157,20170620-54-54851,54 - Mount Joy GO,20:00:00,20:45:00
MDDS5157,20170620-54-54930,54 - York U,21:00:00,21:40:00
MDDS5157,20170620-54-54911,54 - Mount Joy GO,22:00:00,22:45:00
MDDS5158,20170620-92-92543,92A - Ajax,15:53:00,17:07:00
MDDS5158,20170620-51-51830,51 - York U,17:55:00,19:20:00
MDDS5158,20170620-51-51861,51 - Pickering GO,20:10:00,21:20:00
MDDS5158,20170620-51-51970,51 - York U,21:40:00,22:50:00
MDDS5158,20170620-51-51931,51 - Pickering GO,23:10:00,24:15:00
oshaw001,20170620-90-90001,90B - Union Station,03:55:00,05:00:00
oshaw001,20170620-90-90052,90C - Newcastle,05:30:00,07:15:00
oshaw001,20170620-91-91111,91 - Oshawa GO,07:38:00,08:18:00
oshaw015,20170620-92-92391,92 - Oshawa Terminal,12:50:00,14:10:00
oshaw016,20170620-96-96110,96D - Finch Terminal,06:40:00,07:50:00
oshaw016,20170620-71-71261,71 - Uxbridge,09:40:00,11:15:00
oshaw016,20170620-71-71400,71A - Union Station,11:40:00,13:05:00
oshaw016,20170620-61-61421,61 - Gormley GO,13:40:00,14:50:00
oshaw016,20170620-96-96523,96C - Ajax GO,15:40:00,16:25:00
oshaw017,20170620-96-96152,96A - Scarboro Term,07:15:00,08:10:00
strvl011,20170620-19-19181,19A - Square One,07:55:00,08:55:00
strvl011,20170620-21-21290,21K - Union Station,09:35:00,10:25:00
strvl011,20170620-21-21338,21J - Union Station,11:35:00,12:25:00
strvl011,20170620-21-21393,21D - Lisgar GO,12:50:00,14:00:00
strvl012,20170620-33-33170,33E - York Mills Term,07:00:00,08:45:00
strvl012,20170620-21-21306,21M - Union Station,10:10:00,10:45:00
strvl013,20170620-27-27120,27B - York Mills Term,06:45:00,07:35:00
strvl014,20170620-47-47091,47B - McMaster U,07:15:00,07:50:00
strvl014,20170620-19-19260,19A - Finch Terminal,09:30:00,10:20:00
strvl014,20170620-19-19311,19A - Square One,10:50:00,11:45:00
strvl014,20170620-19-19380,19A - Finch Terminal,12:30:00,13:20:00
strvl014,20170620-19-19431,19A - Square One,13:50:00,14:45:00
strvl015,20170620-40-40123,40A - Hamilton GO,07:20:00,08:05:00
strvl015,20170620-18-18370,18 - Aldershot GO,08:59:00,09:16:00
strvl016,20170620-19-19180,19B - York Mills Term,07:45:00,08:35:00
strvl017,20170620-47-47133,47C - McMaster U,07:48:00,08:28:00
aberf007,20170620-33-33673,33C - U of Guelph,19:06:00,20:01:00
aberf008,20170620-48-48490,48 - York U,13:35:00,15:15:00
aberf008,20170620-48-48551,48 - U of Guelph,15:35:00,17:30:00
aberf008,20170620-48-48750,48 - York U,18:40:00,20:15:00
aberf008,20170620-48-48761,48 - U of Guelph,20:35:00,22:15:00
aberf009,20170620-33-33530,33D - Brampton Term,14:17:00,15:52:00
aberf009,20170620-33-33532,33A - York Mills Term,16:10:00,17:10:00
aberf009,20170620-33-33721,33 - U of Guelph,18:30:00,21:06:00
aberf010,20170620-31-31600,31A - Union Station,15:15:00,18:25:00
aberf010,20170620-31-31765,31F - Georgetown GO,19:45:00,21:10:00
aberf011,20170620-30-30590,30 - Bramalea GO,16:50:00,18:10:00
aberf011,20170620-31-31670,31L - Union Station,18:15:00,19:20:00
aberf011,20170620-31-31767,31N - Bramalea Term,19:55:00,20:48:00
aberf011,20170620-31-31845,31N - Bramalea Term,22:10:00,23:03:00
aberf012,20170620-15-15750,15A - Aldershot GO,18:08:00,18:21:00
aberf012,20170620-18-18671,18 - Hamilton GO,18:26:00,18:46:00
aberf012,20170620-47-47780,47 - York U,19:20:00,21:10:00
aberf012,20170620-47-47801,47 - Hamilton GO,21:30:00,23:15:00
aberf012,20170620-16-16960,16 - Union Station,24:30:00,25:25:00
aberf012,20170620-31-31961,31E - Georgetown GO,26:30:00,27:45:00
aberf013,20170620-31-31901,31A - U of Guelph,23:50:00,25:50:00
aberf020,20170620-25-25490,25 - Square One,13:20:00,15:15:00
aberf020,20170620-25-25521,25 - U of Waterloo,15:40:00,17:45:00
aberf020,20170620-25-25790,25 - Square One,19:20:00,21:15:00
aberf020,20170620-25-25801,25 - U of Waterloo,21:40:00,23:25:00
barie001,20170620-68-68130,68 - Newmarket Term,04:35:00,05:40:00
barie001,20170620-66-66130,66A - Yorkdale Term,05:45:00,06:40:00
barie001,20170620-66-66101,66 - Newmarket Term,07:25:00,08:15:00
barie001,20170620-68-68101,68 - Barrie Terminal,08:25:00,09:35:00
barie001,20170620-68-68550,68 - Newmarket Term,10:50:00,12:05:00
barie001,20170620-68-68321,68 - Barrie Terminal,12:20:00,13:30:00
bramp009,20170620-30-30270,30 - Bramalea GO,09:56:00,11:01:00
bramp009,20170620-30-30341,30 - Kitchener GO,11:38:00,12:43:00
bramp009,20170620-30-30430,30 - Bramalea GO,13:51:00,15:01:00
bramp010,20170620-33-33050,33A - York Mills Term,05:30:00,06:15:00
bramp010,20170620-33-33151,33A - Brampton Term,06:30:00,07:20:00
bramp010,20170620-32-32260,32 - York Mills Term,08:00:00,09:20:00
bramp010,20170620-21-21322,21M - Union Station,10:40:00,11:15:00
bramp011,20170620-38-38170,38 - Malton GO,06:00:00,06:40:00
bramp011,20170620-32-32250,32 - York Mills Term,07:30:00,08:50:00
bramp011,20170620-21-21328,21C - Union Station,10:10:00,11:00:00
bramp011,20170620-21-21331,21H - Square One,11:20:00,12:10:00
bramp012,20170620-33-33110,33E - York Mills Term,06:00:00,07:35:00
bramp012,20170620-33-33241,33A - Brampton Term,08:00:00,08:55:00
bramp012,20170620-21-21332,21E - Union Station,10:10:00,11:25:00
bramp012,20170620-21-21353,21D - Lisgar GO,11:50:00,13:00:00
bramp013,20170620-32-32090,32 - York Mills Term,05:55:00,06:50:00
bramp013,20170620-36-36151,36B - Bramalea Term,07:20:00,08:10:00
bramp013,20170620-36-36230,36B - York Mills Term,08:40:00,09:30:00
bramp013,20170620-36-36271,36B - Bramalea Term,09:50:00,10:35:00
bramp013,20170620-36-36330,36B - York Mills Term,11:10:00,11:55:00
bramp013,20170620-36-36371,36B - Bramalea Term,12:20:00,13:05:00
bramp014,20170620-38-38180,38A - York Mills Term,06:29:00,08:09:00
bramp015,20170620-33-33081,33D - U of Guelph,06:15:00,07:40:00
bramp015,20170620-33-33280,33 - York Mills Term,08:25:00,10:50:00
bramp015,20170620-32-32261,32 - Trinity Common,11:30:00,12:35:00
bramp016,20170620-36-36090,36B - York Mills Term,06:20:00,07:10:00
bramp016,20170620-33-33211,33A - Brampton Term,07:30:00,08:25:00
bramp017,20170620-32-32110,32 - York Mills Term,06:15:00,07:20:00
bramp017,20170620-32-32262,32A - York Mills Term,08:20:00,09:15:00
bramp017,20170620-21-21352,21D - Union Station,10:40:00,12:00:00
bramp017,20170620-21-21391,21H - Square One,12:50:00,13:45:00
bramp018,20170620-37-37200,37 - Brampton Term,06:52:00,07:47:00
06A,20170620-LW-704,LW - Union Station,06:39:00,07:50:00
06A,20170620-LE-704,LE - Oshawa GO,08:03:00,09:01:00
52P,20170620-BR-803,BR - Allandale Waterfront GO,16:10:00,17:54:00
23P,20170620-GT-203,KI - Georgetown GO,15:35:00,16:42:00
23A,20170620-RH-838,RH - Union Station,08:15:00,09:13:00
14A,20170620-LE-729,LE - Union Station,18:25:00,19:05:00
14A,20170620-LW-729,LW - Aldershot GO,19:13:00,20:21:00
58P,20170620-MI-167,MI - Milton GO,19:10:00,20:09:00
11P,20170620-LE-733,LE - Union Station,20:08:00,21:11:00
11P,20170620-LW-733,LW - Aldershot GO,21:13:00,22:21:00
27P,20170620-LE-933,LE - Union Station,20:38:00,21:41:00
27P,20170620-LW-933,LW - Aldershot GO,21:43:00,22:51:00
37P,20170620-MI-151,MI - Milton GO,16:10:00,17:09:00
57A,20170620-MI-164,MI - Union Station,07:59:00,09:00:00
13A,20170620-LW-930,LW - Union Station,19:01:00,20:11:00
13A,20170620-LE-930,LE - Oshawa GO,20:13:00,21:11:00
44A,20170620-LE-927,LE - Union Station,17:41:00,18:41:00
44A,20170620-LW-927,LW - Aldershot GO,18:43:00,19:51:00
41A,20170620-ST-873,ST - Union Station,08:11:00,09:30:00
49A,20170620-MI-148,MI - Union Station,05:59:00,07:00:00
44A,20170620-BR-800,BR - Union Station,05:20:00,07:03:00
19A,20170620-GT-269,KI - Mount Pleasant GO,08:55:00,09:44:00
26A,20170620-LE-911,LE - Union Station,09:38:00,10:41:00
26A,20170620-LW-911,LW - Aldershot GO,10:43:00,11:51:00
12A,20170620-LE-477,LE - Union Station,15:53:00,16:55:00
12A,20170620-LW-477,LW - Hamilton GO Centre,17:00:00,18:15:00
14A,20170620-LW-734,LW - Union Station,20:31:00,21:41:00
14A,20170620-LE-734,LE - Oshawa GO,21:43:00,22:41:00
38A,20170620-ST-867,ST - Union Station,06:41:00,08:00:00
19A,20170620-GT-275,KI - Mount Pleasant GO,11:53:00,12:42:00
01P,20170620-LW-483,LW - Hamilton GO Centre,17:30:00,18:45:00
13A,20170620-LE-905,LE - Union Station,06:42:00,07:45:00
13A,20170620-LW-905,LW - Aldershot GO,07:48:00,08:56:00
12A,20170620-LE-715,LE - Union Station,11:08:00,12:11:00
12A,20170620-LW-715,LW - Aldershot GO,12:13:00,13:21:00
12A,20170620-LW-720,LW - Union Station,13:31:00,14:41:00
12A,20170620-LE-720,LE - Oshawa GO,14:43:00,15:41:00
22P,20170620-RH-833,RH - Gormley GO,17:00:00,18:01:00
36P,20170620-ST-870,ST - Lincolnville GO,18:10:00,19:30:00
51A,20170620-LE-433,LE - Union Station,08:47:00,09:50:00
06A,20170620-LW-716,LW - Union Station,11:31:00,12:41:00
06A,20170620-LE-716,LE - Oshawa GO,12:43:00,13:41:00
50A,20170620-LW-474,LW - Union Station,08:31:00,09:28:00
28A,20170620-LE-425,LE - Union Station,07:03:00,07:55:00
40P,20170620-ST-864,ST - Lincolnville GO,16:48:00,18:08:00
02A,20170620-LW-492,LW - Union Station,06:18:00,07:30:00
19A,20170620-GT-276,KI - Union Station,13:00:00,13:54:00
14A,20170620-LW-702,LW - Union Station,06:35:00,07:15:00
14A,20170620-LE-702,LE - Oshawa GO,07:18:00,08:16:00
15A,20170620-LW-902,LW - Union Station,07:05:00,07:45:00
15A,20170620-LE-902,LE - Oshawa GO,07:48:00,08:46:00
30P,20170620-BR-811,BR - Allandale Waterfront GO,18:05:00,19:49:00
19A,20170620-RH-830,RH - Union Station,06:15:00,07:11:00
14A,20170620-LE-430,LE - Pickering GO,17:15:00,17:53:00
54P,20170620-BR-805,BR - Allandale Waterfront GO,16:40:00,18:24:00
09A,20170620-GT-260,KI - Union Station,05:55:00,06:50:00
04P,20170620-MI-159,MI - Milton GO,17:25:00,18:24:00
13A,20170620-LE-935,LE - Union Station,21:38:00,22:41:00
13A,20170620-LW-935,LW - Aldershot GO,22:43:00,23:51:00
19A,20170620-ST-858,ST - Unionville GO,14:03:00,14:42:00
30A,20170620-ST-875,ST - Union Station,09:49:00,10:35:00
32P,20170620-LE-731,LE - Union Station,19:08:00,20:11:00
32P,20170620-LW-731,LW - Aldershot GO,20:13:00,21:21:00
08A,20170620-LE-727,LE - Union Station,17:18:00,18:10:00
08A,20170620-LW-727,LW - Oakville GO,18:15:00,18:56:00
49P,20170620-LW-471,LW - Aldershot GO,15:30:00,16:28:00
50P,20170620-MI-153,MI - Milton GO,16:40:00,17:39:00
11P,20170620-LW-728,LW - Union Station,17:31:00,18:41:00
11P,20170620-LE-728,LE - Oshawa GO,18:43:00,19:41:00
58A,20170620-MI-166,MI - Union Station,08:26:00,09:30:00
08A,20170620-LW-732,LW - Union Station,19:31:00,20:41:00
08A,20170620-LE-732,LE - Oshawa GO,20:43:00,21:41:00
44A,20170620-LW-932,LW - Union Station,20:01:00,21:11:00
44A,20170620-LE-932,LE - Oshawa GO,21:13:00,22:11:00
50A,20170620-MI-150,MI - Union Station,06:23:00,07:24:00
45A,20170620-BR-802,BR - Union Station,05:50:00,07:33:00
34A,20170620-GT-214,KI - Union Station,07:10:00,09:13:00
44A,20170620-LE-709,LE - Union Station,08:12:00,09:15:00
44A,20170620-LW-709,LW - Aldershot GO,09:18:00,10:26:00
09P,20170620-LE-929,LE - Union Station,18:38:00,19:41:00
09P,20170620-LW-929,LW - Aldershot GO,19:43:00,20:51:00
24A,20170620-LE-713,LE - Union Station,10:08:00,11:11:00
24A,20170620-LW-713,LW - Aldershot GO,11:13:00,12:21:00
17A,20170620-LE-913,LE - Union Station,10:38:00,11:41:00
17A,20170620-LW-913,LW - Aldershot GO,11:43:00,12:51:00
26A,20170620-LW-926,LW - Union Station,17:01:00,18:11:00
26A,20170620-LE-926,LE - Oshawa GO,18:13:00,19:14:00
15P,20170620-RH-835,RH - Gormley GO,17:30:00,18:32:00
13A,20170620-LW-910,LW - Union Station,09:06:00,10:16:00
13A,20170620-LE-910,LE - Oshawa GO,10:18:00,11:16:00
40P,20170620-GT-281,KI - Mount Pleasant GO,14:53:00,15:42:00
08A,20170620-LE-907,LE - Union Station,07:42:00,08:45:00
08A,20170620-LW-907,LW - Aldershot GO,08:48:00,09:56:00
39A,20170620-ST-869,ST - Union Station,07:13:00,08:32:00
19A,20170620-ST-872,ST - Lincolnville GO,18:35:00,19:48:00
26A,20170620-LW-904,LW - Union Station,07:35:00,08:15:00
26A,20170620-LE-904,LE - Oshawa GO,08:18:00,09:16:00
35A,20170620-GT-268,KI - Union Station,09:00:00,09:53:00
44A,20170620-LW-714,LW - Union Station,10:36:00,11:46:00
44A,20170620-LE-714,LE - Oshawa GO,11:48:00,12:46:00
09A,20170620-LE-427,LE - Union Station,07:36:00,08:20:00
53P,20170620-ST-866,ST - Lincolnville GO,17:20:00,18:37:00
35A,20170620-GT-274,KI - Union Station,12:00:00,12:54:00
38P,20170620-RH-829,RH - Richmond Hill GO,15:10:00,15:57:00
07A,20170620-LW-700,LW - Union Station,05:03:00,06:10:00
07A,20170620-LE-700,LE - Oshawa GO,06:13:00,07:11:00
43P,20170620-BR-813,BR - Allandale Waterfront GO,18:45:00,20:23:00
40P,20170620-GT-282,KI - Union Station,15:52:00,16:39:00
31P,20170620-GT-209,KI - Kitchener GO,17:20:00,19:32:00
20A,20170620-RH-832,RH - Union Station,06:45:00,07:41:00
56P,20170620-LE-432,LE - Oshawa GO,17:35:00,18:21:00
46P,20170620-BR-807,BR - Allandale Waterfront GO,17:05:00,18:49:00
05P,20170620-LW-479,LW - Aldershot GO,17:10:00,18:18:00
18A,20170620-MI-161,MI - Milton GO,17:40:00,18:39:00
57P,20170620-LW-481LW,LW - West Harbour GO,17:15:00,18:27:00
03P,20170620-LW-424,LW - Union Station,15:10:00,15:55:00
03P,20170620-LE-424,LE - Oshawa GO,16:00:00,16:46:00
10P,20170620-GT-207,KI - Kitchener GO,16:50:00,18:45:00
44A,20170620-LE-937,LE - Union Station,22:38:00,23:41:00
44A,20170620-LW-937,LW - Aldershot GO,23:43:00,24:51:00
54A,20170620-MI-158,MI - Union Station,07:26:00,08:27:00
47A,20170620-BR-810,BR - Union Station,06:50:00,08:33:00
26A,20170620-LE-921,LE - Union Station,14:36:00,15:38:00
26A,20170620-LW-921,LW - Aldershot GO,15:40:00,16:48:00
35A,20170620-GT-279,KI - Mount Pleasant GO,13:53:00,14:42:00
45P,20170620-MI-155,MI - Milton GO,16:55:00,17:54:00
09P,20170620-LW-934,LW - Union Station,21:01:00,22:11:00
09P,20170620-LE-934,LE - Oshawa GO,22:13:00,23:11:00
42A,20170620-BR-804,BR - Union Station,07:15:00,07:47:00
33P,20170620-GT-289,KI - Kitchener GO,18:50:00,20:57:00
35A,20170620-ST-861,ST - Union Station,05:15:00,06:28:00
13A,20170620-LE-915,LE - Union Station,11:38:00,12:41:00
13A,20170620-LW-915,LW - Aldershot GO,12:43:00,13:51:00
24A,20170620-LE-473,LE - Union Station,14:50:00,15:52:00
24A,20170620-LW-473,LW - West Harbour GO,16:00:00,17:12:00
35A,20170620-GT-273,KI - Mount Pleasant GO,10:53:00,11:42:00
05P,20170620-LW-730,LW - Union Station,18:36:00,19:46:00
05P,20170620-LE-730,LE - Oshawa GO,19:48:00,20:46:00
03P,20170620-LE-485,LE - Union Station,17:01:00,17:55:00
03P,20170620-LW-485,LW - Hamilton GO Centre,18:00:00,19:15:00
28P,20170620-LW-726,LW - Union Station,16:25:00,17:35:00
28P,20170620-LE-726,LE - Oshawa GO,17:40:00,18:36:00
51A,20170620-MI-152,MI - Union Station,06:44:00,07:45:00
06A,20170620-LE-711,LE - Union Station,09:08:00,10:11:00
06A,20170620-LW-711,LW - Aldershot GO,10:13:00,11:21:00
21P,20170620-RH-837,RH - Gormley GO,18:00:00,19:01:00
41P,20170620-ST-874,ST - Lincolnville GO,19:18:00,20:31:00
18A,20170620-LE-707,LE - Union Station,07:13:00,08:05:00
18A,20170620-LW-707,LW - Aldershot GO,08:13:00,09:21:00
11A,20170620-LW-708,LW - Union Station,07:53:00,08:50:00
11A,20170620-LE-708,LE - Oshawa GO,09:03:00,10:01:00
27P,20170620-LW-928,LW - Union Station,18:01:00,19:11:00
27P,20170620-LE-928,LE - Oshawa GO,19:17:00,20:15:00
18A,20170620-LW-712,LW - Union Station,09:31:00,10:41:00
18A,20170620-LE-712,LE - Oshawa GO,10:43:00,11:41:00
08A,20170620-LW-912,LW - Union Station,10:06:00,11:16:00
08A,20170620-LE-912,LE - Oshawa GO,11:18:00,12:16:00
26A,20170620-LE-421,LE - Union Station,06:03:00,06:55:00
05A,20170620-LW-470,LW - Union Station,06:09:00,07:20:00
03A,20170620-LW-494,LW - Union Station,06:48:00,08:00:00
14A,20170620-LW-924LW,LW - Union Station,16:01:00,17:11:00
14A,20170620-LE-909,LE - Union Station,08:33:00,09:25:00
14A,20170620-LW-909,LW - Aldershot GO,09:43:00,10:51:00
27A,20170620-LW-906,LW - Union Station,08:05:00,08:45:00
27A,20170620-LE-906,LE - Oshawa GO,08:48:00,09:46:00
21A,20170620-RH-834,RH - Union Station,07:15:00,08:13:00
35A,20170620-GT-280,KI - Union Station,15:00:00,15:54:00
25P,20170620-ST-868,ST - Lincolnville GO,17:45:00,19:02:00
29P,20170620-GT-211,KI - Kitchener GO,17:50:00,19:57:00
15P,20170620-LE-481LE,LE - Union Station,16:11:00,17:12:00
07P,20170620-MI-163,MI - Milton GO,17:55:00,18:54:00
08A,20170620-LE-737,LE - Union Station,22:08:00,23:11:00
08A,20170620-LW-737,LW - Aldershot GO,23:13:00,24:21:00
47P,20170620-LW-426,LW - Union Station,15:40:00,16:25:00
47P,20170620-LE-426,LE - Oshawa GO,16:30:00,17:19:00
11P,20170620-LW-738,LW - Union Station,22:31:00,23:41:00
11P,20170620-LE-738,LE - Oshawa GO,23:43:00,24:41:00
20P,20170620-GT-205,KI - Georgetown GO,16:20:00,17:28:00
48P,20170620-BR-809,BR - Allandale Waterfront GO,17:35:00,19:19:00
55A,20170620-MI-160,MI - Union Station,07:37:00,08:38:00
48A,20170620-BR-812,BR - Union Station,07:20:00,09:03:00
11P,20170620-LE-723,LE - Union Station,15:06:00,16:08:00
11P,20170620-LW-723,LW - Aldershot GO,16:10:00,17:18:00
27P,20170620-LE-923,LE - Union Station,15:36:00,16:38:00
27P,20170620-LW-923,LW - Aldershot GO,16:40:00,17:48:00
44A,20170620-LE-719,LE - Union Station,13:08:00,14:11:00
44A,20170620-LW-719,LW - Aldershot GO,14:13:00,15:21:00
55P,20170620-MI-157,MI - Milton GO,17:10:00,18:09:00
09P,20170620-LE-939,LE - Union Station,23:38:00,24:41:00
09P,20170620-LW-939,LW - Aldershot GO,24:43:00,25:51:00
33A,20170620-GT-208,KI - Union Station,06:04:00,07:55:00
26A,20170620-LW-936,LW - Union Station,22:01:00,23:11:00
26A,20170620-LE-936,LE - Oshawa GO,23:13:00,24:11:00
32A,20170620-GT-212,KI - Union Station,06:47:00,08:50:00
13A,20170620-LW-920,LW - Union Station,14:01:00,15:11:00
13A,20170620-LE-920,LE - Oshawa GO,15:15:00,16:13:00
52A,20170620-MI-154,MI - Union Station,07:01:00,08:02:00
46A,20170620-BR-806,BR - Union Station,06:20:00,08:03:00
07A,20170620-LE-429,LE - Union Station,07:33:00,08:25:00
36A,20170620-ST-863,ST - Union Station,05:54:00,07:08:00
08A,20170620-LE-917,LE - Union Station,12:38:00,13:41:00
